id,name,height,weight,base_experience,base_happiness,egg_group,habitat,gender,growth_rate,is_legendary,is_mythical,shape,stats,types,abilities,flavour_text,evolution_chain,genre,sprites_id,generation
270,lotad,5,26,44,50,"[""water1"",""plant""]",waters-edge,,medium-slow,false,false,armor,"[{""name"":""hp"",""baseStat"":40},{""name"":""attack"",""baseStat"":30},{""name"":""defense"",""baseStat"":30},{""name"":""special-attack"",""baseStat"":40},{""name"":""special-defense"",""baseStat"":50},{""name"":""speed"",""baseStat"":30}]","[{""name"":""water""},{""name"":""grass""}]","[{""name"":""swift-swim"",""isHidden"":false},{""name"":""rain-dish"",""isHidden"":false},{""name"":""own-tempo"",""isHidden"":true}]","[""It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts."",""LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water."",""LOTAD is said to have dwelled on land before. However, this POKéMON is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water."",""This POKéMON lives in ponds with clean water. It is known to ferry small POKéMON across ponds by carrying them on the broad leaf on its head."",""It looks like an aquatic plant and serves as a ferry to Pokémon that can’t swim."",""Its leaf grew too large for it to live on land. That is how it began to live floating in the water.""]",136,Water Weed Pokémon,270,Generation III
271,lombre,12,325,119,50,"[""water1"",""plant""]",waters-edge,,medium-slow,false,false,humanoid,"[{""name"":""hp"",""baseStat"":60},{""name"":""attack"",""baseStat"":50},{""name"":""defense"",""baseStat"":50},{""name"":""special-attack"",""baseStat"":60},{""name"":""special-defense"",""baseStat"":70},{""name"":""speed"",""baseStat"":50}]","[{""name"":""water""},{""name"":""grass""}]","[{""name"":""swift-swim"",""isHidden"":false},{""name"":""rain-dish"",""isHidden"":false},{""name"":""own-tempo"",""isHidden"":true}]","[""It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night."",""LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation."",""LOMBRE’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this POKéMON’s hands. LOMBRE is often mistaken for a human child."",""In the evening, it takes great delight in popping out of rivers and startling people. It feeds on aquatic moss that grows on rocks in the riverbed."",""It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere."",""It is nocturnal and becomes active at nightfall. It feeds on aquatic mosses that grow in the riverbed.""]",136,Jolly Pokémon,271,Generation III
272,ludicolo,15,550,240,50,"[""water1"",""plant""]",waters-edge,,medium-slow,false,false,humanoid,"[{""name"":""hp"",""baseStat"":80},{""name"":""attack"",""baseStat"":70},{""name"":""defense"",""baseStat"":70},{""name"":""special-attack"",""baseStat"":90},{""name"":""special-defense"",""baseStat"":100},{""name"":""speed"",""baseStat"":70}]","[{""name"":""water""},{""name"":""grass""}]","[{""name"":""swift-swim"",""isHidden"":false},{""name"":""rain-dish"",""isHidden"":false},{""name"":""own-tempo"",""isHidden"":true}]","[""LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings."",""Upon hearing an upbeat and cheerful rhythm, the cells in LUDICOLO’s body become very energetic and active. Even in battle, this POKéMON will exhibit an amazing amount of power."",""When it hears festive music, all the cells in its body become stimulated, and it begins moving in rhythm. It does not quail even when it faces a tough opponent."",""The rhythm of bright, festive music activates LUDICOLO’s cells, making it more powerful."",""If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."",""If it hears festive music, it begins moving in rhythm in order to amplify its power.""]",136,Carefree Pokémon,272,Generation III
273,seedot,5,40,44,50,"[""ground"",""plant""]",forest,,medium-slow,false,false,legs,"[{""name"":""hp"",""baseStat"":40},{""name"":""attack"",""baseStat"":40},{""name"":""defense"",""baseStat"":50},{""name"":""special-attack"",""baseStat"":30},{""name"":""special-defense"",""baseStat"":30},{""name"":""speed"",""baseStat"":30}]","[{""name"":""grass""}]","[{""name"":""chlorophyll"",""isHidden"":false},{""name"":""early-bird"",""isHidden"":false},{""name"":""pickpocket"",""isHidden"":true}]","[""SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes."",""SEEDOT looks exactly like an acorn when it is dangling from a tree branch. It startles other POKéMON by suddenly moving. This POKéMON polishes its body once a day using leaves."",""It hangs off branches and absorbs nutrients. When it finishes eating, its body becomes so heavy that it drops to the ground with a thump."",""If it remains still, it becomes impossible to distinguish from real nuts. It delights in surprising foraging PIDGEY."",""When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokémon."",""It attaches itself to a tree branch using the top of its head. Strong winds can sometimes make it fall."",""If it remains still, it looks just like a real nut. It delights in surprising foraging Pokémon.""]",137,Acorn Pokémon,273,Generation III
274,nuzleaf,10,280,119,50,"[""ground"",""plant""]",forest,,medium-slow,false,false,humanoid,"[{""name"":""hp"",""baseStat"":70},{""name"":""attack"",""baseStat"":70},{""name"":""defense"",""baseStat"":40},{""name"":""special-attack"",""baseStat"":60},{""name"":""special-defense"",""baseStat"":40},{""name"":""speed"",""baseStat"":60}]","[{""name"":""grass""},{""name"":""dark""}]","[{""name"":""chlorophyll"",""isHidden"":false},{""name"":""early-bird"",""isHidden"":false},{""name"":""pickpocket"",""isHidden"":true}]","[""NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched."",""This POKéMON pulls out the leaf on its head and makes a flute with it. The sound of NUZLEAF’s flute strikes fear and uncertainty in the hearts of people lost in a forest."",""A forest-dwelling POKéMON that is skilled at climbing trees. Its long and pointed nose is its weak point. It loses power if the nose is gripped."",""They live in holes bored in large trees. The sound of NUZLEAF’s grass flute fills listeners with dread."",""The sound of its grass flute makes its listeners uneasy. It lives deep in forests."",""It lives deep in forests. With the leaf on its head, it makes a flute whose song makes listeners uneasy.""]",137,Wily Pokémon,274,Generation III
275,shiftry,13,596,240,50,"[""ground"",""plant""]",forest,,medium-slow,false,false,humanoid,"[{""name"":""hp"",""baseStat"":90},{""name"":""attack"",""baseStat"":100},{""name"":""defense"",""baseStat"":60},{""name"":""special-attack"",""baseStat"":90},{""name"":""special-defense"",""baseStat"":60},{""name"":""speed"",""baseStat"":80}]","[{""name"":""grass""},{""name"":""dark""}]","[{""name"":""chlorophyll"",""isHidden"":false},{""name"":""wind-rider"",""isHidden"":false},{""name"":""pickpocket"",""isHidden"":true}]","[""It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds."",""SHIFTRY is a mysterious POKéMON that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds."",""SHIFTRY’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This POKéMON chooses to live quietly deep in forests."",""It is said to arrive on chilly, wintry winds. Feared from long ago as the guardian of forests, this POKéMON lives in a deep forest where people do not venture."",""A POKéMON that was feared as a forest guardian. It can read the foe’s mind and take preemptive action."",""By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses.""]",137,Wicked Pokémon,275,Generation III
276,taillow,3,23,54,70,"[""flying""]",grassland,,medium-slow,false,false,wings,"[{""name"":""hp"",""baseStat"":40},{""name"":""attack"",""baseStat"":55},{""name"":""defense"",""baseStat"":30},{""name"":""special-attack"",""baseStat"":30},{""name"":""special-defense"",""baseStat"":30},{""name"":""speed"",""baseStat"":85}]","[{""name"":""normal""},{""name"":""flying""}]","[{""name"":""guts"",""isHidden"":false},{""name"":""scrappy"",""isHidden"":true}]","[""TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry."",""TAILLOW is young - it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This POKéMON feeds on WURMPLE that live in forests."",""Although it is small, it is very courageous. It will take on a larger SKARMORY on an equal footing. However, its will weakens if it becomes hungry."",""It dislikes cold seasons. They migrate to other lands in search of warmth, flying over 180 miles a day."",""It has a gutsy spirit that makes it bravely take on tough foes. It flies in search of warm climates."",""When it gets cold, they migrate, flying over 180 miles a day. It hunts for tasty prey.""]",138,Tiny Swallow Pokémon,276,Generation III
277,swellow,7,198,159,70,"[""flying""]",grassland,,medium-slow,false,false,wings,"[{""name"":""hp"",""baseStat"":60},{""name"":""attack"",""baseStat"":85},{""name"":""defense"",""baseStat"":60},{""name"":""special-attack"",""baseStat"":75},{""name"":""special-defense"",""baseStat"":50},{""name"":""speed"",""baseStat"":125}]","[{""name"":""normal""},{""name"":""flying""}]","[{""name"":""guts"",""isHidden"":false},{""name"":""scrappy"",""isHidden"":true}]","[""SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape."",""SWELLOW is very conscientious about the upkeep of its glossy wings. Once two SWELLOW are gathered, they diligently take care of cleaning each other’s wings."",""A SWELLOW dives upon prey from far above. It never misses its targets. It takes to the skies in search of lands with a warm climate."",""If its two tail feathers are standing at attention, it is proof of good health. It soars elegantly in the sky."",""It circles the sky in search of prey. When it spots one, it dives steeply to catch the prey."",""It dives at a steep angle as soon as it spots its prey. It catches its prey with sharp claws.""]",138,Swallow Pokémon,277,Generation III
278,wingull,6,95,54,50,"[""water1"",""flying""]",sea,,medium,false,false,wings,"[{""name"":""hp"",""baseStat"":40},{""name"":""attack"",""baseStat"":30},{""name"":""defense"",""baseStat"":30},{""name"":""special-attack"",""baseStat"":55},{""name"":""special-defense"",""baseStat"":30},{""name"":""speed"",""baseStat"":85}]","[{""name"":""water""},{""name"":""flying""}]","[{""name"":""keen-eye"",""isHidden"":false},{""name"":""hydration"",""isHidden"":false},{""name"":""rain-dish"",""isHidden"":true}]","[""WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky."",""WINGULL rides updrafts rising from the sea by extending its long and narrow wings to glide. This POKéMON’s long beak is useful for catching prey."",""It makes its nest on a sheer cliff at the edge of the sea. It has trouble keeping its wings flapping in flight. Instead, it soars on updrafts."",""It rides upon ocean winds as if it were a glider. In the winter, it hides food around its nest."",""It makes its nest on steep sea cliffs. Riding updrafts, it soars to great heights."",""Catching sea winds with its long wings, it soars as if it were a glider. It folds its wings to rest."",""It soars high in the sky, riding on updrafts like a glider. It carries food tucked in its bill."",""It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the sea’s edge."",""It makes its nest on sheer cliffs. Riding the sea breeze, it glides up into the expansive skies."",""Its hollow bones enhance its lightness. It spreads its wings to the wind and soars away into the sky."",""Fishermen keep an eye out for Wingull in the sky, because wherever they’re circling, the ocean is sure to be teeming with fish Pokémon."",""With its long, thin wings, it catches updrafts and flies like a glider high up into the sky."",""It builds nests in cliffs by the sea. It circles the skies above the ocean looking for its favorite food—Wishiwashi.""]",139,Seagull Pokémon,278,Generation III
279,pelipper,12,280,154,50,"[""water1"",""flying""]",sea,,medium,false,false,wings,"[{""name"":""hp"",""baseStat"":60},{""name"":""attack"",""baseStat"":50},{""name"":""defense"",""baseStat"":100},{""name"":""special-attack"",""baseStat"":95},{""name"":""special-defense"",""baseStat"":70},{""name"":""speed"",""baseStat"":65}]","[{""name"":""water""},{""name"":""flying""}]","[{""name"":""keen-eye"",""isHidden"":false},{""name"":""drizzle"",""isHidden"":false},{""name"":""rain-dish"",""isHidden"":true}]","[""It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill."",""PELIPPER is a flying transporter that carries small POKéMON and eggs inside its massive bill. This POKéMON builds its nest on steep cliffs facing the sea."",""PELIPPER searches for food while in flight by skimming the wave tops. This POKéMON dips its large bill in the sea to scoop up food, then swallows everything in one big gulp."",""It skims the tops of waves as it flies. When it spots prey, it uses its large beak to scoop up the victim with water. It protects its eggs in its beak."",""It is a flying transporter that carries small POKéMON in its beak. It bobs on the waves to rest its wings."",""It dips its large bill in the sea, then scoops up numerous prey along with water."",""It acts as a delivery service by carrying small Pokémon in its bill. It bobs on the waves to rest."",""It protects its young in its beak. It bobs on waves, resting on them on days when the waters are calm."",""Skimming the water’s surface, it dips its large bill in the sea, scoops up food and water, and carries it."",""Its spacious beak is large enough for a small child to fit right inside."",""Gathering food is the work of young males. They store food in their capacious beaks and carry it back to others waiting in the nest."",""It places small Pokémon into its spacious beak and carries them around. No one knows where it’s taking them."",""It scoops up Wishiwashi in its huge beak and swallows them whole. It can devour more than 30 at one go!""]",139,Water Bird Pokémon,279,Generation III
280,ralts,4,66,40,35,"[""humanshape"",""indeterminate""]",urban,,slow,false,false,humanoid,"[{""name"":""hp"",""baseStat"":28},{""name"":""attack"",""baseStat"":25},{""name"":""defense"",""baseStat"":25},{""name"":""special-attack"",""baseStat"":45},{""name"":""special-defense"",""baseStat"":35},{""name"":""speed"",""baseStat"":40}]","[{""name"":""psychic""},{""name"":""fairy""}]","[{""name"":""synchronize"",""isHidden"":false},{""name"":""trace"",""isHidden"":false},{""name"":""telepathy"",""isHidden"":true}]","[""RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition."",""RALTS has the ability to sense the emotions of people. If its TRAINER is in a cheerful mood, this POKéMON grows cheerful and joyous in the same way."",""A RALTS has the power to sense the emotions of people and POKéMON with the horns on its head. It takes cover if it senses any hostility."",""It is highly attuned to the emotions of people and POKéMON. It hides if it senses hostility."",""It uses the horns on its head to sense human emotions. It is said to appear in front of cheerful people."",""If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."",""The horns on its head provide a strong power that enables it to sense people’s emotions."",""Tends to prefer people with a chipper disposition to those who are gloomy, but it has shown no discrimination with regard to age or gender. Needs more research.""]",140,Feeling Pokémon,280,Generation III
281,kirlia,8,202,97,35,"[""humanshape"",""indeterminate""]",urban,,slow,false,false,humanoid,"[{""name"":""hp"",""baseStat"":38},{""name"":""attack"",""baseStat"":35},{""name"":""defense"",""baseStat"":35},{""name"":""special-attack"",""baseStat"":65},{""name"":""special-defense"",""baseStat"":55},{""name"":""speed"",""baseStat"":50}]","[{""name"":""psychic""},{""name"":""fairy""}]","[{""name"":""synchronize"",""isHidden"":false},{""name"":""trace"",""isHidden"":false},{""name"":""telepathy"",""isHidden"":true}]","[""It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain."",""KIRLIA uses the horns on its head to amplify its psychokinetic power. When the POKéMON uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery."",""A KIRLIA has the psychic power to create a rip in the dimensions and see into the future. It is said to dance with pleasure on sunny mornings."",""The cheerful spirit of its TRAINER gives it energy for its psychokinetic power. It spins and dances when happy."",""It is highly perceptive of its Trainer’s feelings. It dances when it is feeling happy."",""If its Trainer becomes happy, it overflows with energy, dancing joyously while spinning about."",""It has a psychic power that enables it to distort the space around it and see into the future."",""It resembles a maiden in appearance, but it wields strange powers to project visions of paradise. I suspect the crimson ornaments on its head are the key to its abilities.""]",140,Emotion Pokémon,281,Generation III
282,gardevoir,16,484,259,35,"[""humanshape"",""indeterminate""]",urban,,slow,false,false,humanoid,"[{""name"":""hp"",""baseStat"":68},{""name"":""attack"",""baseStat"":65},{""name"":""defense"",""baseStat"":65},{""name"":""special-attack"",""baseStat"":125},{""name"":""special-defense"",""baseStat"":115},{""name"":""speed"",""baseStat"":80}]","[{""name"":""psychic""},{""name"":""fairy""}]","[{""name"":""synchronize"",""isHidden"":false},{""name"":""trace"",""isHidden"":false},{""name"":""telepathy"",""isHidden"":true}]","[""GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power."",""GARDEVOIR has the psychokinetic power to distort the dimensions and create a small black hole. This POKéMON will try to protect its TRAINER even at the risk of its own life."",""It apparently does not feel the pull of gravity because it supports itself with psychic power. It will give its life to protect its TRAINER."",""It has the power to predict the future. Its power peaks when it is protecting its TRAINER."",""It will try to guard its trusted Trainer with its life. It has the ability to see the future."",""To protect its Trainer, it will expend all its psychic power to create a small black hole."",""It unleashes psychokinetic energy at full power when protecting a Trainer it has bonded closely with."",""It will dedicate itself to defending a master it has come to adore. Its pure white dress, reminiscent of those worn by ladies of nobility, is the dress of one who is willing to risk their life.""]",140,Embrace Pokémon,282,Generation III
283,surskit,5,17,54,70,"[""water1"",""bug""]",waters-edge,,medium,false,false,armor,"[{""name"":""hp"",""baseStat"":40},{""name"":""attack"",""baseStat"":30},{""name"":""defense"",""baseStat"":32},{""name"":""special-attack"",""baseStat"":50},{""name"":""special-defense"",""baseStat"":52},{""name"":""speed"",""baseStat"":65}]","[{""name"":""bug""},{""name"":""water""}]","[{""name"":""swift-swim"",""isHidden"":false},{""name"":""rain-dish"",""isHidden"":true}]","[""From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This POKéMON feeds on microscopic organisms in ponds and lakes."",""If SURSKIT senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some POKéMON that love eating this syrup."",""They gather on puddles after evening downpours, gliding across the surface of water as if sliding. It secretes honey with a sweet aroma from its head."",""They usually live on ponds, but after an evening shower, they may appear on puddles in towns."",""It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head."",""It secretes a thick, sweet-scented syrup from the tip of its head. It lives on weed-choked ponds."",""It moves as if skating on the surface of the water. It often fights with Dewpider over food."",""When this Pokémon senses danger, a sweet fluid oozes from the tip of its head. The taste of it disgusts bird Pokémon."",""If it’s in a pinch, it will secrete a sweet liquid from the tip of its head. Syrup made from gathering that liquid is tasty on bread."",""It lives in ponds and marshes that feature lots of plant life. It often fights with Dewpider, whose habitat and diet are similar.""]",141,Pond Skater Pokémon,283,Generation III
284,masquerain,8,36,159,70,"[""water1"",""bug""]",waters-edge,,medium,false,false,bug-wings,"[{""name"":""hp"",""baseStat"":70},{""name"":""attack"",""baseStat"":60},{""name"":""defense"",""baseStat"":62},{""name"":""special-attack"",""baseStat"":100},{""name"":""special-defense"",""baseStat"":82},{""name"":""speed"",""baseStat"":80}]","[{""name"":""bug""},{""name"":""flying""}]","[{""name"":""intimidate"",""isHidden"":false},{""name"":""unnerve"",""isHidden"":true}]","[""MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter."",""MASQUERAIN’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way."",""It intimidates foes with the large eyelike patterns on its antennae. Because it can’t fly if its wings get wet, it shelters itself from rain under large trees and eaves."",""The antennae have distinctive patterns that look like eyes. When it rains, they grow heavy, making flight impossible."",""Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction."",""It flaps its four wings to hover and fly freely in any direction-- to and fro and sideways."",""It intimidates enemies with the eye-like patterns on its antennae. Its four wings allow it to fly in any direction."",""Its wings and antennae don’t cope well with moisture. After a rain, it faces sunward to dry off."",""Masquerain intimidates enemies with the eyelike patterns of its eyespots. If that doesn’t work, it deftly makes its escape on its set of four wings."",""Its thin, winglike antennae are highly absorbent. It waits out rainy days in tree hollows.""]",141,Eyeball Pokémon,284,Generation III
285,shroomish,4,45,59,70,"[""fairy"",""plant""]",forest,,fast-then-very-slow,false,false,legs,"[{""name"":""hp"",""baseStat"":60},{""name"":""attack"",""baseStat"":40},{""name"":""defense"",""baseStat"":60},{""name"":""special-attack"",""baseStat"":40},{""name"":""special-defense"",""baseStat"":60},{""name"":""speed"",""baseStat"":35}]","[{""name"":""grass""}]","[{""name"":""effect-spore"",""isHidden"":false},{""name"":""poison-heal"",""isHidden"":false},{""name"":""quick-feet"",""isHidden"":true}]","[""SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves."",""If SHROOMISH senses danger, it shakes its body and scatters spores from the top of its head. This POKéMON’s spores are so toxic, they make trees and weeds wilt."",""It loves to eat damp, composted soil in forests. If you enter a forest after a long rain, you can see many SHROOMISH feasting on composted soil."",""It prefers damp places. By day it remains still in the forest shade. It releases toxic powder from its head."",""It spouts poison spores from the top of its head. These spores cause pain all over if inhaled."",""If it senses danger, it scatters spores from the top of its head to protect itself.""]",142,Mushroom Pokémon,285,Generation III
286,breloom,12,392,161,70,"[""fairy"",""plant""]",forest,,fast-then-very-slow,false,false,upright,"[{""name"":""hp"",""baseStat"":60},{""name"":""attack"",""baseStat"":130},{""name"":""defense"",""baseStat"":80},{""name"":""special-attack"",""baseStat"":60},{""name"":""special-defense"",""baseStat"":60},{""name"":""speed"",""baseStat"":70}]","[{""name"":""grass""},{""name"":""fighting""}]","[{""name"":""effect-spore"",""isHidden"":false},{""name"":""poison-heal"",""isHidden"":false},{""name"":""technician"",""isHidden"":true}]","[""BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This POKéMON’s fighting technique puts boxers to shame."",""The seeds ringing BRELOOM’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this POKéMON’s seed will cause your stomach to rumble."",""It scatters spores from holes in the cap on its head. It loves warm and humid climates. It feeds on trees and plants in fields and forests."",""The seeds on its tail are made of toxic spores. It knocks out foes with quick, virtually invisible punches."",""Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers."",""It scatters poisonous spores and throws powerful punches while its foe is hampered by inhaled spores.""]",142,Mushroom Pokémon,286,Generation III
287,slakoth,8,240,56,70,"[""ground""]",forest,,slow,false,false,quadruped,"[{""name"":""hp"",""baseStat"":60},{""name"":""attack"",""baseStat"":60},{""name"":""defense"",""baseStat"":60},{""name"":""special-attack"",""baseStat"":35},{""name"":""special-defense"",""baseStat"":35},{""name"":""speed"",""baseStat"":30}]","[{""name"":""normal""}]","[{""name"":""truant"",""isHidden"":false}]","[""SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves."",""SLAKOTH’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this POKéMON in motion."",""It sleeps virtually all day and night long. It doesn’t change its nest its entire life, but it sometimes travels great distances by swimming in rivers."",""It sleeps for 20 hours every day. Making drowsy those that see it is one of its abilities."",""It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy."",""The way SLAKOTH lolls around makes anyone who watches it feel like doing the same."",""If it eats just three leaves in a day, it is satisfied. Other than that, it sleeps for 20 hours a day.""]",143,Slacker Pokémon,287,Generation III
288,vigoroth,14,465,154,70,"[""ground""]",forest,,slow,false,false,upright,"[{""name"":""hp"",""baseStat"":80},{""name"":""attack"",""baseStat"":80},{""name"":""defense"",""baseStat"":80},{""name"":""special-attack"",""baseStat"":55},{""name"":""special-defense"",""baseStat"":55},{""name"":""speed"",""baseStat"":90}]","[{""name"":""normal""}]","[{""name"":""vital-spirit"",""isHidden"":false}]","[""VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This POKéMON’s stress level rises if it can’t be moving constantly."",""VIGOROTH is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this POKéMON to run wild throughout the jungle before it can settle down."",""It can’t keep still because its blood boils with energy. It runs through the fields and mountains all day to calm itself. If it doesn’t, it can’t sleep at night."",""It is always hungry because it won’t stop rampaging. Even while it is eating, it can’t keep still."",""Its heart beats at a tenfold tempo, so it cannot sit still for even a moment."",""Its stress level rises if it cannot keep moving constantly. Too much stress makes it feel sick."",""Its heartbeat is fast and its blood so agitated that it can’t sit still for one second.""]",143,Wild Monkey Pokémon,288,Generation III
289,slaking,20,1305,252,70,"[""ground""]",forest,,slow,false,false,humanoid,"[{""name"":""hp"",""baseStat"":150},{""name"":""attack"",""baseStat"":160},{""name"":""defense"",""baseStat"":100},{""name"":""special-attack"",""baseStat"":95},{""name"":""special-defense"",""baseStat"":65},{""name"":""speed"",""baseStat"":100}]","[{""name"":""normal""}]","[{""name"":""truant"",""isHidden"":false}]","[""SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot."",""Wherever SLAKING live, rings of over a yard in diameter appear in grassy fields. They are made by the POKéMON as it eats all the grass within reach while lying prone on the ground."",""Hordes of SLAKING gather around trees when fruits come into season. They wait around patiently for ripened fruits to fall out of the trees."",""It is the world’s most slothful POKéMON. However, it can exert horrifying power by releasing pent-up energy all at once."",""The world’s laziest Pokémon. When it is lounging, it is actually saving energy for striking back."",""The world’s laziest Pokémon. It moves to another spot when there’s no food left within its reach."",""This Pokémon lives lying on its side. It only rolls over and moves when there is no more grass to eat.""]",143,Lazy Pokémon,289,Generation III
290,nincada,5,55,53,50,"[""bug""]",forest,,slow-then-very-fast,false,false,armor,"[{""name"":""hp"",""baseStat"":31},{""name"":""attack"",""baseStat"":45},{""name"":""defense"",""baseStat"":90},{""name"":""special-attack"",""baseStat"":30},{""name"":""special-defense"",""baseStat"":30},{""name"":""speed"",""baseStat"":40}]","[{""name"":""bug""},{""name"":""ground""}]","[{""name"":""compound-eyes"",""isHidden"":false},{""name"":""run-away"",""isHidden"":true}]","[""NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution."",""NINCADA lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This POKéMON can’t withstand bright sunlight so avoids it."",""It makes its nest at the roots of a mighty tree. Using its whiskerlike antennae, it probes its surroundings in the pitch-black darkness of soil."",""Because it lived almost entirely underground, it is nearly blind. It uses its antennae instead."",""It grows underground, sensing its surroundings using antennae instead of its virtually blind eyes."",""It can sometimes live underground for more than 10 years. It absorbs nutrients from the roots of trees.""]",144,Trainee Pokémon,290,Generation III
291,ninjask,8,120,160,50,"[""bug""]",forest,,slow-then-very-fast,false,false,bug-wings,"[{""name"":""hp"",""baseStat"":61},{""name"":""attack"",""baseStat"":90},{""name"":""defense"",""baseStat"":45},{""name"":""special-attack"",""baseStat"":50},{""name"":""special-defense"",""baseStat"":50},{""name"":""speed"",""baseStat"":160}]","[{""name"":""bug""},{""name"":""flying""}]","[{""name"":""speed-boost"",""isHidden"":false},{""name"":""infiltrator"",""isHidden"":true}]","[""NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible."",""If NINJASK is not trained properly, it will refuse to obey the TRAINER and cry loudly continuously. Because of this quality, this POKéMON is said to be one that puts the TRAINER’s abilities to the test."",""Because it darts about vigorously at high speed, it is very difficult to see. Hearing its distinctive cries for too long induces a headache."",""This POKéMON is so quick, it is said to be able to avoid any attack. It loves to feed on tree sap."",""Because it moves so quickly, it sometimes becomes unseeable. It congregates around tree sap."",""Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible.""]",144,Ninja Pokémon,291,Generation III
